,0,1,2
3843,leader,06-08,4
3844,leader,06-09,196
3845,leader,12-07,1
3846,leader,11-13,5050
3847,leader,11-14,25642
3848,leader,03-10,162
3849,leader,03-11,517
3850,leader,11-11,909
3851,leader,11-10,279
3852,leader,03-14,8183
3853,leader,11-12,3537
3854,leader,10-09,174
3855,leader,04-12,1271
3856,leader,03-13,3521
3857,leader,02-09,39
3858,leader,05-10,198
3859,leader,05-11,626
3860,leader,05-12,1490
3861,leader,05-13,3689
3862,leader,05-14,8834
3863,leader,07-08,3
3864,leader,08-10,173
3865,leader,02-15,1244
3866,leader,01-11,332
3867,leader,12-14,22486
3868,leader,04-08,2
3869,leader,12-10,219
3870,leader,12-11,902
3871,leader,12-12,2498
3872,leader,12-13,5861
3873,leader,09-09,177
3874,leader,01-13,3210
3875,leader,01-09,27
3876,leader,06-11,592
3877,leader,06-10,228
3878,leader,06-13,3772
3879,leader,06-12,1552
3880,leader,07-10,188
3881,leader,06-14,11881
3882,leader,04-09,101
3883,leader,07-09,151
3884,leader,08-09,186
3885,juror,10-12,46
3886,juror,02-14,1027
3887,juror,10-10,10
3888,juror,10-11,29
3889,juror,08-12,69
3890,juror,02-10,12
3891,juror,10-14,979
3892,juror,03-13,300
3893,juror,03-09,2
3894,juror,09-10,16
3895,juror,09-11,80
3896,juror,09-08,1
3897,juror,02-11,9
3898,juror,07-14,268
3899,juror,08-14,431
3900,juror,08-13,286
3901,juror,07-13,6418
3902,juror,08-11,36
3903,juror,07-11,428
3904,juror,01-14,225
3905,juror,01-15,546
3906,juror,04-11,44
3907,juror,04-10,3
3908,juror,01-10,7
3909,juror,02-13,185
3910,juror,01-12,60
3911,juror,04-14,318
3912,juror,09-14,561
3913,juror,07-12,45
3914,juror,04-13,418
3915,juror,02-12,47
3916,juror,01-09,3
3917,juror,09-12,155
3918,juror,09-13,171
3919,juror,12-09,5
3920,juror,07-10,11
3921,juror,06-08,1
3922,juror,08-10,22
3923,juror,03-12,52
3924,juror,11-14,1954
3925,juror,03-10,14
3926,juror,03-11,45
3927,juror,11-11,48
3928,juror,11-10,10
3929,juror,11-13,265
3930,juror,11-12,30
3931,juror,10-09,22
3932,juror,04-12,21
3933,juror,02-09,3
3934,juror,05-10,7
3935,juror,05-11,68
3936,juror,05-12,66
3937,juror,05-13,1003
3938,juror,07-09,5
3939,juror,06-09,2
3940,juror,12-10,3
3941,juror,02-15,158
3942,juror,11-09,5
3943,juror,01-11,7
3944,juror,12-14,842
3945,juror,10-13,194
3946,juror,03-14,178
3947,juror,12-11,16
3948,juror,12-12,27
3949,juror,12-13,89
3950,juror,09-09,5
3951,juror,01-13,55
3952,juror,06-11,106
3953,juror,06-10,7
3954,juror,06-13,799
3955,juror,06-12,98
3956,juror,06-14,216
3957,juror,04-09,3
3958,juror,05-14,443
3959,juror,08-09,2
3960,warrior,02-15,204
3961,warrior,10-13,623
3962,warrior,10-10,32
3963,warrior,10-11,69
3964,warrior,02-11,25
3965,warrior,11-13,675
3966,warrior,10-14,1938
3967,warrior,11-14,2739
3968,warrior,03-09,4
3969,warrior,03-08,1
3970,warrior,05-09,12
3971,warrior,11-09,15
3972,warrior,09-08,1
3973,warrior,09-13,456
3974,warrior,02-10,19
3975,warrior,07-14,1294
3976,warrior,08-14,1327
3977,warrior,08-13,426
3978,warrior,08-12,162
3979,warrior,08-11,57
3980,warrior,07-11,46
3981,warrior,01-14,1006
3982,warrior,01-15,1817
3983,warrior,04-11,43
3984,warrior,04-10,19
3985,warrior,01-10,21
3986,warrior,02-13,336
3987,warrior,01-12,148
3988,warrior,04-14,2597
3989,warrior,09-14,1573
3990,warrior,07-12,177
3991,warrior,02-12,130
3992,warrior,09-10,19
3993,warrior,09-11,92
3994,warrior,09-12,190
3995,warrior,07-13,597
3996,warrior,12-09,16
3997,warrior,12-08,3
3998,warrior,07-10,23
3999,warrior,08-10,17
4000,warrior,03-12,172
4001,warrior,03-13,332
4002,warrior,03-10,16
4003,warrior,03-11,43
4004,warrior,11-11,72
4005,warrior,11-10,27
4006,warrior,03-14,779
4007,warrior,04-12,128
4008,warrior,10-09,19
4009,warrior,02-08,1
4010,warrior,02-09,3
4011,warrior,08-09,17
4012,warrior,05-11,50
4013,warrior,05-12,186
4014,warrior,05-13,1195
4015,warrior,05-14,1761
4016,warrior,11-12,287
4017,warrior,04-13,537
4018,warrior,12-14,3358
4019,warrior,05-10,25
4020,warrior,10-12,193
4021,warrior,06-09,16
4022,warrior,12-10,32
4023,warrior,12-11,120
4024,warrior,12-12,319
4025,warrior,12-13,755
4026,warrior,09-09,17
4027,warrior,01-13,375
4028,warrior,01-09,4
4029,warrior,06-11,57
4030,warrior,06-10,24
4031,warrior,06-13,356
4032,warrior,06-12,189
4033,warrior,07-09,12
4034,warrior,06-14,1230
4035,warrior,04-09,5
4036,warrior,02-14,714
4037,warrior,01-11,43
4038,bf,10-13,838
4039,bf,02-14,1219
4040,bf,10-10,28
4041,bf,10-11,126
4042,bf,02-11,47
4043,bf,02-10,18
4044,bf,10-14,2653
4045,bf,03-13,463
4046,bf,03-09,13
4047,bf,09-10,34
4048,bf,02-13,421
4049,bf,11-09,34
4050,bf,09-08,2
4051,bf,07-13,669
4052,bf,07-14,2011
4053,bf,08-14,2183
4054,bf,08-13,761
4055,bf,08-12,346
4056,bf,05-09,20
4057,bf,07-11,92
4058,bf,01-14,1162
4059,bf,01-15,2413
4060,bf,04-11,61
4061,bf,04-10,28
4062,bf,01-10,17
4063,bf,03-14,1244
4064,bf,01-12,168
4065,bf,01-13,487
4066,bf,09-14,2295
4067,bf,07-12,308
4068,bf,04-13,490
4069,bf,02-12,191
4070,bf,01-09,7
4071,bf,09-12,313
4072,bf,09-13,752
4073,bf,05-08,1
4074,bf,12-09,26
4075,bf,12-08,4
4076,bf,08-11,110
4077,bf,08-10,49
4078,bf,05-11,72
4079,bf,03-12,199
4080,bf,11-14,3501
4081,bf,03-10,45
4082,bf,03-11,54
4083,bf,11-11,108
4084,bf,11-10,53
4085,bf,11-13,861
4086,bf,11-12,331
4087,bf,10-09,22
4088,bf,10-08,3
4089,bf,02-09,9
4090,bf,05-10,34
4091,bf,08-09,20
4092,bf,05-12,188
4093,bf,05-13,563
4094,bf,05-14,1522
4095,bf,11-08,2
4096,bf,04-12,181
4097,bf,02-15,325
4098,bf,12-11,169
4099,bf,12-14,3651
4100,bf,08-08,2
4101,bf,10-12,333
4102,bf,06-09,21
4103,bf,12-10,35
4104,bf,04-09,22
4105,bf,12-12,406
4106,bf,12-13,930
4107,bf,09-11,104
4108,bf,04-14,1326
4109,bf,06-11,86
4110,bf,06-10,43
4111,bf,06-13,613
4112,bf,06-12,251
4113,bf,07-10,41
4114,bf,06-14,1613
4115,bf,07-09,29
4116,bf,01-11,44
4117,bf,09-09,22
4118,bf,07-08,1
4119,christian,09-13,3130
4120,christian,09-09,111
4121,christian,09-08,9
4122,christian,02-15,701
4123,christian,02-14,4661
4124,christian,02-11,214
4125,christian,02-10,75
4126,christian,02-13,1471
4127,christian,02-12,782
4128,christian,05-09,34
4129,christian,05-08,1
4130,christian,04-13,2574
4131,christian,04-12,928
4132,christian,04-11,319
4133,christian,04-10,93
4134,christian,04-14,4898
4135,christian,09-14,9492
4136,christian,08-13,2938
4137,christian,09-10,207
4138,christian,09-11,378
4139,christian,09-12,1628
4140,christian,07-13,2710
4141,christian,07-10,79
4142,christian,08-10,179
4143,christian,11-14,11054
4144,christian,11-11,378
4145,christian,11-10,126
4146,christian,11-13,2856
4147,christian,11-12,1866
4148,christian,02-08,1
4149,christian,02-09,13
4150,christian,05-10,88
4151,christian,05-11,378
4152,christian,05-12,875
4153,christian,05-13,2469
4154,christian,05-14,5297
4155,christian,07-08,1
4156,christian,07-07,1
4157,christian,04-08,1
4158,christian,04-09,40
4159,christian,06-11,275
4160,christian,06-10,99
4161,christian,06-13,2290
4162,christian,06-12,789
4163,christian,06-14,5147
4164,christian,07-09,40
4165,christian,03-07,1
4166,christian,03-09,38
4167,christian,11-08,15
4168,christian,11-09,76
4169,christian,07-14,8551
4170,christian,08-14,10799
4171,christian,07-12,1062
4172,christian,08-12,1325
4173,christian,08-11,348
4174,christian,07-11,367
4175,christian,06-08,4
4176,christian,06-09,69
4177,christian,03-12,831
4178,christian,03-13,2076
4179,christian,03-10,96
4180,christian,03-11,278
4181,christian,03-14,4653
4182,christian,10-09,79
4183,christian,10-08,61
4184,christian,08-08,2
4185,christian,08-09,71
4186,christian,01-09,17
4187,christian,01-08,1
4188,christian,10-12,1543
4189,christian,10-13,3004
4190,christian,10-10,169
4191,christian,10-11,433
4192,christian,10-14,10381
4193,christian,01-14,3541
4194,christian,01-15,6575
4195,christian,01-10,114
4196,christian,01-11,197
4197,christian,01-12,611
4198,christian,01-13,1584
4199,christian,12-09,79
4200,christian,12-08,3
4201,christian,12-14,12270
4202,christian,12-10,151
4203,christian,12-11,574
4204,christian,12-12,1549
4205,christian,12-13,5415
4206,reporter,10-12,1275
4207,reporter,10-13,2155
4208,reporter,10-10,89
4209,reporter,10-11,376
4210,reporter,02-11,208
4211,reporter,02-10,71
4212,reporter,10-14,5713
4213,reporter,11-14,11206
4214,reporter,03-09,39
4215,reporter,01-08,2
4216,reporter,02-13,1117
4217,reporter,09-11,276
4218,reporter,09-08,9
4219,reporter,06-09,70
4220,reporter,07-14,4155
4221,reporter,08-14,10080
4222,reporter,08-13,1582
4223,reporter,07-13,1659
4224,reporter,08-11,378
4225,reporter,07-11,254
4226,reporter,04-13,2264
4227,reporter,01-15,3202
4228,reporter,04-11,221
4229,reporter,04-10,64
4230,reporter,01-10,83
4231,reporter,01-11,99
4232,reporter,01-12,437
4233,reporter,01-13,1055
4234,reporter,09-14,5490
4235,reporter,07-12,652
4236,reporter,02-12,399
4237,reporter,09-10,92
4238,reporter,08-12,831
4239,reporter,09-12,790
4240,reporter,09-13,1641
4241,reporter,03-12,483
4242,reporter,05-08,4
4243,reporter,12-09,43
4244,reporter,12-08,10
4245,reporter,05-09,39
4246,reporter,10-08,12
4247,reporter,06-08,2
4248,reporter,08-10,87
4249,reporter,11-13,1997
4250,reporter,03-13,1093
4251,reporter,03-10,72
4252,reporter,03-11,225
4253,reporter,11-11,478
4254,reporter,11-10,107
4255,reporter,03-14,2886
4256,reporter,11-12,1230
4257,reporter,10-09,42
4258,reporter,04-12,508
4259,reporter,02-09,40
4260,reporter,05-10,81
4261,reporter,05-11,240
4262,reporter,05-12,558
4263,reporter,05-13,2061
4264,reporter,05-14,2843
4265,reporter,11-08,18
4266,reporter,02-15,354
4267,reporter,11-09,67
4268,reporter,04-09,66
4269,reporter,12-14,6505
4270,reporter,08-08,7
4271,reporter,01-14,3475
4272,reporter,12-10,103
4273,reporter,12-11,281
4274,reporter,12-12,895
4275,reporter,12-13,1924
4276,reporter,09-09,43
4277,reporter,04-14,2665
4278,reporter,01-09,14
4279,reporter,06-11,286
4280,reporter,06-10,101
4281,reporter,06-13,1767
4282,reporter,06-12,735
4283,reporter,07-10,94
4284,reporter,06-14,3304
4285,reporter,02-14,2713
4286,reporter,07-09,57
4287,reporter,08-09,66
4288,reporter,07-08,7
4289,muslim,10-12,1485
4290,muslim,02-15,967
4291,muslim,10-10,144
4292,muslim,10-11,198
4293,muslim,02-11,209
4294,muslim,02-10,32
4295,muslim,10-14,16159
4296,muslim,02-14,2060
4297,muslim,03-09,9
4298,muslim,09-10,323
4299,muslim,11-08,4
4300,muslim,11-09,96
4301,muslim,09-08,6
4302,muslim,07-13,2755
4303,muslim,07-14,10712
4304,muslim,08-14,12999
4305,muslim,08-13,3058
4306,muslim,08-12,884
4307,muslim,08-11,238
4308,muslim,07-11,293
4309,muslim,01-14,1926
4310,muslim,01-15,17220
4311,muslim,04-11,195
4312,muslim,04-10,35
4313,muslim,01-10,28
4314,muslim,02-13,718
4315,muslim,01-12,285
4316,muslim,04-14,3270
4317,muslim,09-14,17134
4318,muslim,07-12,762
4319,muslim,04-13,4026
4320,muslim,02-12,403
4321,muslim,01-09,9
4322,muslim,09-12,2426
4323,muslim,09-13,2897
4324,muslim,12-09,43
4325,muslim,05-09,21
4326,muslim,07-10,80
4327,muslim,10-08,25
4328,muslim,06-09,61
4329,muslim,12-08,2
4330,muslim,03-12,501
4331,muslim,11-14,15309
4332,muslim,03-10,39
4333,muslim,03-11,271
4334,muslim,11-11,257
4335,muslim,11-10,117
4336,muslim,11-13,1577
4337,muslim,11-12,1305
4338,muslim,10-09,16
4339,muslim,04-12,396
4340,muslim,03-13,1072
4341,muslim,02-09,2
4342,muslim,05-10,40
4343,muslim,05-11,274
4344,muslim,05-12,404
4345,muslim,05-13,2835
4346,muslim,05-14,4163
4347,muslim,02-08,1
4348,muslim,12-10,60
4349,muslim,04-09,8
4350,muslim,12-14,17880
4351,muslim,09-11,225
4352,muslim,10-13,2024
4353,muslim,03-14,2846
4354,muslim,12-11,355
4355,muslim,12-12,894
4356,muslim,12-13,2154
4357,muslim,09-09,34
4358,muslim,01-13,974
4359,muslim,06-11,182
4360,muslim,06-10,39
4361,muslim,06-13,1806
4362,muslim,06-12,382
4363,muslim,07-09,29
4364,muslim,06-14,5983
4365,muslim,08-10,321
4366,muslim,01-11,178
4367,muslim,08-09,33
4368,rebel,02-15,168
4369,rebel,02-14,747
4370,rebel,10-10,32
4371,rebel,10-11,147
4372,rebel,02-11,47
4373,rebel,02-10,32
4374,rebel,10-14,2629
4375,rebel,11-14,2695
4376,rebel,03-09,14
4377,rebel,02-13,410
4378,rebel,11-09,10
4379,rebel,07-13,588
4380,rebel,06-09,15
4381,rebel,07-14,2607
4382,rebel,08-14,2291
4383,rebel,07-12,201
4384,rebel,08-12,242
4385,rebel,08-11,349
4386,rebel,07-11,62
4387,rebel,01-14,902
4388,rebel,01-15,1556
4389,rebel,04-11,113
4390,rebel,04-10,27
4391,rebel,01-10,24
4392,rebel,11-13,679
4393,rebel,01-12,170
4394,rebel,04-14,952
4395,rebel,09-14,4436
4396,rebel,08-13,1259
4397,rebel,02-12,183
4398,rebel,09-10,30
4399,rebel,09-11,127
4400,rebel,09-12,262
4401,rebel,09-13,2448
4402,rebel,05-08,2
4403,rebel,12-09,18
4404,rebel,05-09,16
4405,rebel,07-10,23
4406,rebel,10-08,3
4407,rebel,06-08,1
4408,rebel,08-10,18
4409,rebel,12-08,2
4410,rebel,03-12,173
4411,rebel,03-13,615
4412,rebel,03-10,22
4413,rebel,03-11,263
4414,rebel,11-11,103
4415,rebel,11-10,21
4416,rebel,03-14,912
4417,rebel,11-12,371
4418,rebel,10-09,14
4419,rebel,04-12,169
4420,rebel,02-09,4
4421,rebel,08-09,13
4422,rebel,05-11,55
4423,rebel,05-12,163
4424,rebel,05-13,751
4425,rebel,05-14,1174
4426,rebel,11-08,2
4427,rebel,04-08,1
4428,rebel,04-13,589
4429,rebel,12-14,2453
4430,rebel,05-10,19
4431,rebel,10-12,342
4432,rebel,10-13,822
4433,rebel,12-10,24
4434,rebel,12-11,88
4435,rebel,12-12,388
4436,rebel,12-13,787
4437,rebel,09-09,25
4438,rebel,01-13,441
4439,rebel,01-09,2
4440,rebel,06-11,75
4441,rebel,06-10,23
4442,rebel,06-13,1087
4443,rebel,06-12,209
4444,rebel,07-09,19
4445,rebel,06-14,1532
4446,rebel,04-09,13
4447,rebel,01-11,23
4448,rebel,07-08,1
4449,cousin,09-09,135
4450,cousin,09-08,11
4451,cousin,02-15,1182
4452,cousin,02-14,5429
4453,cousin,02-11,265
4454,cousin,02-10,124
4455,cousin,02-13,2578
4456,cousin,02-12,1070
4457,cousin,07-13,5340
4458,cousin,05-09,109
4459,cousin,05-08,4
4460,cousin,04-13,3072
4461,cousin,04-12,1515
4462,cousin,04-11,440
4463,cousin,04-10,184
4464,cousin,04-14,6888
4465,cousin,09-14,14628
4466,cousin,08-13,4993
4467,cousin,09-10,191
4468,cousin,09-11,579
4469,cousin,09-12,1982
4470,cousin,09-13,4141
4471,cousin,07-10,290
4472,cousin,08-10,268
4473,cousin,11-14,19417
4474,cousin,11-11,916
4475,cousin,11-10,257
4476,cousin,11-13,5401
4477,cousin,11-12,2788
4478,cousin,02-09,30
4479,cousin,05-10,220
4480,cousin,05-11,512
4481,cousin,05-12,1725
4482,cousin,05-13,3489
4483,cousin,05-14,8375
4484,cousin,07-08,6
4485,cousin,07-07,2
4486,cousin,04-08,3
4487,cousin,04-09,92
4488,cousin,06-11,729
4489,cousin,06-10,237
4490,cousin,06-13,4348
4491,cousin,06-12,1965
4492,cousin,06-14,9918
4493,cousin,07-09,177
4494,cousin,03-09,51
4495,cousin,03-08,1
4496,cousin,11-08,17
4497,cousin,11-09,169
4498,cousin,07-14,11959
4499,cousin,08-14,12760
4500,cousin,07-12,2348
4501,cousin,08-12,2314
4502,cousin,08-11,723
4503,cousin,07-11,766
4504,cousin,06-07,1
4505,cousin,06-08,3
4506,cousin,06-09,126
4507,cousin,03-12,1279
4508,cousin,03-13,3135
4509,cousin,03-10,173
4510,cousin,03-11,370
4511,cousin,03-14,6422
4512,cousin,10-09,124
4513,cousin,10-08,13
4514,cousin,08-08,7
4515,cousin,08-09,181
4516,cousin,01-09,14
4517,cousin,01-08,1
4518,cousin,10-12,2179
4519,cousin,10-13,4294
4520,cousin,10-10,221
4521,cousin,10-11,662
4522,cousin,10-14,13437
4523,cousin,01-14,6121
4524,cousin,01-15,11687
4525,cousin,01-10,166
4526,cousin,01-11,273
4527,cousin,01-12,1075
4528,cousin,01-13,3249
4529,cousin,12-09,199
4530,cousin,12-08,21
4531,cousin,12-07,1
4532,cousin,12-14,22378
4533,cousin,12-10,352
4534,cousin,12-11,1285
4535,cousin,12-12,3840
4536,cousin,12-13,8110
4537,marine,10-13,621
4538,marine,02-14,633
4539,marine,10-10,22
4540,marine,10-11,125
4541,marine,02-11,27
4542,marine,11-13,942
4543,marine,10-14,2896
4544,marine,02-12,111
4545,marine,03-09,13
4546,marine,03-08,1
4547,marine,05-09,13
4548,marine,11-09,35
4549,marine,07-13,409
4550,marine,06-09,10
4551,marine,07-14,2047
4552,marine,08-14,2271
4553,marine,08-13,447
4554,marine,08-12,194
4555,marine,08-11,64
4556,marine,07-11,53
4557,marine,04-13,319
4558,marine,04-12,120
4559,marine,04-11,33
4560,marine,04-10,20
4561,marine,01-10,25
4562,marine,02-13,310
4563,marine,01-12,236
4564,marine,04-14,779
4565,marine,09-14,2542
4566,marine,07-12,156
4567,marine,11-12,476
4568,marine,09-10,20
4569,marine,09-11,63
4570,marine,09-12,496
4571,marine,09-13,436
4572,marine,08-09,17
4573,marine,07-10,21
4574,marine,12-09,21
4575,marine,08-10,14
4576,marine,06-11,46
4577,marine,03-12,125
4578,marine,11-14,3563
4579,marine,03-10,12
4580,marine,03-11,66
4581,marine,11-11,178
4582,marine,11-10,65
4583,marine,03-14,681
4584,marine,01-15,868
4585,marine,10-09,17
4586,marine,10-08,3
4587,marine,03-13,473
4588,marine,02-09,10
4589,marine,05-10,33
4590,marine,05-11,76
4591,marine,05-12,143
4592,marine,05-13,669
4593,marine,05-14,1933
4594,marine,02-08,1
4595,marine,11-08,4
4596,marine,04-08,1
4597,marine,02-15,109
4598,marine,01-11,21
4599,marine,12-14,1752
4600,marine,10-12,527
4601,marine,01-14,643
4602,marine,12-10,36
4603,marine,12-11,63
4604,marine,12-12,383
4605,marine,12-13,574
4606,marine,09-09,20
4607,marine,01-13,362
4608,marine,01-09,12
4609,marine,02-10,20
4610,marine,06-10,20
4611,marine,06-13,352
4612,marine,06-12,110
4613,marine,06-14,2502
4614,marine,04-09,12
4615,marine,07-09,13
4616,marine,07-08,1
4617,male,10-12,662
4618,male,10-13,1397
4619,male,10-10,54
4620,male,10-11,143
4621,male,08-12,542
4622,male,11-13,1414
4623,male,10-14,5411
4624,male,02-12,340
4625,male,03-09,12
4626,male,03-08,1
4627,male,11-08,6
4628,male,11-09,25
4629,male,08-08,3
4630,male,03-11,83
4631,male,02-11,75
4632,male,07-14,3341
4633,male,08-14,4690
4634,male,07-12,459
4635,male,07-13,1730
4636,male,05-09,27
4637,male,02-10,45
4638,male,01-14,1892
4639,male,01-15,3200
4640,male,04-11,98
4641,male,04-10,43
4642,male,01-10,31
4643,male,02-13,763
4644,male,01-12,266
4645,male,04-14,2378
4646,male,09-14,4617
4647,male,08-13,1316
4648,male,04-13,1258
4649,male,09-10,58
4650,male,09-11,152
4651,male,09-12,470
4652,male,09-13,1257
4653,male,12-09,25
4654,male,12-08,3
4655,male,07-10,42
4656,male,10-08,3
4657,male,06-08,1
4658,male,06-09,34
4659,male,03-12,361
4660,male,11-14,8690
4661,male,03-10,38
4662,male,08-11,137
4663,male,11-11,176
4664,male,11-10,54
4665,male,03-14,2250
4666,male,04-12,322
4667,male,10-09,28
4668,male,05-08,1
4669,male,03-13,893
4670,male,02-09,8
4671,male,07-11,127
4672,male,05-11,103
4673,male,05-12,336
4674,male,05-13,998
4675,male,05-14,3617
4676,male,07-08,2
4677,male,08-10,46
4678,male,02-15,377
4679,male,11-12,662
4680,male,01-11,75
4681,male,12-14,6826
4682,male,05-10,40
4683,male,12-10,41
4684,male,12-11,159
4685,male,12-12,604
4686,male,12-13,1473
4687,male,09-09,20
4688,male,01-13,717
4689,male,01-09,9
4690,male,06-11,163
4691,male,06-10,40
4692,male,06-13,1192
4693,male,06-12,386
4694,male,06-14,3122
4695,male,04-09,16
4696,male,02-14,2244
4697,male,07-09,39
4698,male,08-09,35
4699,sheriff,02-15,50
4700,sheriff,10-13,446
4701,sheriff,10-10,27
4702,sheriff,10-11,87
4703,sheriff,08-12,136
4704,sheriff,11-13,321
4705,sheriff,10-14,1074
4706,sheriff,02-14,493
4707,sheriff,03-09,10
4708,sheriff,09-10,23
4709,sheriff,05-09,9
4710,sheriff,11-09,12
4711,sheriff,09-08,1
4712,sheriff,02-10,3
4713,sheriff,02-11,22
4714,sheriff,07-14,887
4715,sheriff,08-14,1147
4716,sheriff,08-13,359
4717,sheriff,07-13,343
4718,sheriff,08-11,52
4719,sheriff,07-11,43
4720,sheriff,01-14,612
4721,sheriff,01-15,500
4722,sheriff,04-11,28
4723,sheriff,04-10,15
4724,sheriff,01-10,15
4725,sheriff,02-13,419
4726,sheriff,01-12,83
4727,sheriff,04-14,743
4728,sheriff,09-14,1114
4729,sheriff,07-12,133
4730,sheriff,04-13,279
4731,sheriff,02-12,89
4732,sheriff,09-11,66
4733,sheriff,09-12,141
4734,sheriff,09-13,372
4735,sheriff,12-09,7
4736,sheriff,07-10,35
4737,sheriff,10-08,10
4738,sheriff,06-08,1
4739,sheriff,08-10,28
4740,sheriff,03-12,108
4741,sheriff,11-14,1141
4742,sheriff,03-10,8
4743,sheriff,03-11,29
4744,sheriff,11-11,79
4745,sheriff,11-10,15
4746,sheriff,03-14,551
4747,sheriff,11-12,152
4748,sheriff,10-09,13
4749,sheriff,04-12,110
4750,sheriff,03-13,275
4751,sheriff,02-09,9
4752,sheriff,05-10,18
4753,sheriff,05-11,40
4754,sheriff,05-12,121
4755,sheriff,05-13,375
4756,sheriff,05-14,846
4757,sheriff,01-11,131
4758,sheriff,12-14,1292
4759,sheriff,08-08,1
4760,sheriff,10-12,178
4761,sheriff,06-09,11
4762,sheriff,12-10,16
4763,sheriff,12-11,59
4764,sheriff,12-12,192
4765,sheriff,12-13,632
4766,sheriff,09-09,8
4767,sheriff,01-13,347
