,0,1,2
9167,veteran,08-08,2
9168,veteran,09-08,6
9169,veteran,09-13,455
9170,veteran,07-14,1544
9171,veteran,08-14,1441
9172,veteran,08-13,461
9173,veteran,08-12,158
9174,veteran,05-09,25
9175,veteran,07-11,65
9176,veteran,01-14,853
9177,veteran,01-15,1132
9178,veteran,04-11,36
9179,veteran,04-10,11
9180,veteran,01-10,14
9181,veteran,03-14,818
9182,veteran,01-12,98
9183,veteran,04-14,851
9184,veteran,09-14,1305
9185,veteran,07-12,149
9186,veteran,02-12,72
9187,veteran,09-10,11
9188,veteran,09-11,58
9189,veteran,09-12,314
9190,veteran,07-13,420
9191,veteran,07-10,7
9192,veteran,12-08,1
9193,veteran,08-11,48
9194,veteran,10-08,6
9195,veteran,12-09,6
9196,veteran,06-08,1
9197,veteran,08-10,18
9198,veteran,03-12,97
9199,veteran,11-14,6048
9200,veteran,03-10,17
9201,veteran,03-11,23
9202,veteran,11-11,515
9203,veteran,11-10,151
9204,veteran,11-13,2259
9205,veteran,11-12,1012
9206,veteran,10-09,8
9207,veteran,04-12,97
9208,veteran,03-13,341
9209,veteran,08-09,8
9210,veteran,05-11,88
9211,veteran,05-12,270
9212,veteran,05-13,560
9213,veteran,05-14,3186
9214,veteran,11-08,7
9215,veteran,02-15,99
9216,veteran,04-13,311
9217,veteran,12-14,1795
9218,veteran,05-10,27
9219,veteran,06-09,7
9220,veteran,12-10,22
9221,veteran,12-11,88
9222,veteran,12-12,207
9223,veteran,12-13,629
9224,veteran,09-09,9
9225,veteran,01-13,251
9226,veteran,06-11,47
9227,veteran,06-10,12
9228,veteran,06-13,299
9229,veteran,06-12,128
9230,veteran,07-09,13
9231,veteran,06-14,1820
9232,veteran,04-09,13
9233,veteran,01-11,23
9234,african_american,10-12,260
9235,african_american,02-14,804
9236,african_american,10-10,19
9237,african_american,10-11,77
9238,african_american,02-11,42
9239,african_american,02-10,12
9240,african_american,10-14,1609
9241,african_american,10-13,510
9242,african_american,03-09,4
9243,african_american,09-10,14
9244,african_american,02-13,363
9245,african_american,11-09,8
9246,african_american,08-08,1
9247,african_american,09-13,336
9248,african_american,07-14,828
9249,african_american,08-14,2224
9250,african_american,08-13,489
9251,african_american,07-13,1042
9252,african_american,08-11,84
9253,african_american,07-11,71
9254,african_american,01-14,680
9255,african_american,01-15,652
9256,african_american,04-11,47
9257,african_american,04-10,15
9258,african_american,01-10,11
9259,african_american,11-13,518
9260,african_american,01-12,147
9261,african_american,04-14,883
9262,african_american,09-14,1111
9263,african_american,07-12,198
9264,african_american,04-13,281
9265,african_american,02-12,205
9266,african_american,09-11,104
9267,african_american,09-12,199
9268,african_american,08-12,288
9269,african_american,12-09,14
9270,african_american,12-08,2
9271,african_american,05-09,12
9272,african_american,10-08,3
9273,african_american,06-08,1
9274,african_american,06-09,14
9275,african_american,03-12,153
9276,african_american,11-14,4006
9277,african_american,03-10,21
9278,african_american,03-11,55
9279,african_american,11-11,67
9280,african_american,11-10,62
9281,african_american,03-14,684
9282,african_american,11-12,392
9283,african_american,10-09,14
9284,african_american,04-12,130
9285,african_american,03-13,268
9286,african_american,02-09,2
9287,african_american,05-10,14
9288,african_american,05-11,33
9289,african_american,05-12,129
9290,african_american,05-13,288
9291,african_american,05-14,704
9292,african_american,11-08,2
9293,african_american,08-10,17
9294,african_american,02-15,71
9295,african_american,01-11,28
9296,african_american,12-14,2421
9297,african_american,04-08,1
9298,african_american,12-10,16
9299,african_american,12-11,86
9300,african_american,12-12,198
9301,african_american,12-13,518
9302,african_american,09-09,18
9303,african_american,01-13,278
9304,african_american,01-09,2
9305,african_american,06-11,51
9306,african_american,06-10,17
9307,african_american,06-13,374
9308,african_american,06-12,116
9309,african_american,07-10,18
9310,african_american,06-14,720
9311,african_american,04-09,2
9312,african_american,07-09,30
9313,african_american,08-09,14
9314,actor,09-09,85
9315,actor,09-08,7
9316,actor,02-15,891
9317,actor,02-14,5692
9318,actor,02-11,286
9319,actor,02-10,96
9320,actor,02-13,2304
9321,actor,02-12,802
9322,actor,07-13,2316
9323,actor,05-09,55
9324,actor,05-08,3
9325,actor,04-13,1575
9326,actor,04-12,656
9327,actor,04-11,257
9328,actor,04-10,107
9329,actor,04-14,3800
9330,actor,09-14,6288
9331,actor,07-12,970
9332,actor,09-10,134
9333,actor,09-11,378
9334,actor,09-12,1142
9335,actor,09-13,2298
9336,actor,07-10,134
9337,actor,08-10,141
9338,actor,11-14,8500
9339,actor,11-11,379
9340,actor,11-10,144
9341,actor,11-13,2279
9342,actor,11-12,1161
9343,actor,02-08,2
9344,actor,02-09,45
9345,actor,05-10,151
9346,actor,05-11,255
9347,actor,05-12,710
9348,actor,05-13,1858
9349,actor,05-14,4033
9350,actor,07-08,5
9351,actor,04-09,68
9352,actor,06-11,347
9353,actor,06-10,153
9354,actor,06-13,2255
9355,actor,06-12,839
9356,actor,06-14,4559
9357,actor,07-09,79
9358,actor,03-09,40
9359,actor,03-08,1
9360,actor,11-08,7
9361,actor,11-09,98
9362,actor,07-14,5189
9363,actor,08-14,9014
9364,actor,08-13,2668
9365,actor,08-12,916
9366,actor,08-11,301
9367,actor,07-11,327
9368,actor,06-08,2
9369,actor,06-09,74
9370,actor,03-12,641
9371,actor,03-13,1647
9372,actor,03-10,168
9373,actor,03-11,279
9374,actor,03-14,6199
9375,actor,10-09,80
9376,actor,10-08,7
9377,actor,08-08,4
9378,actor,08-09,79
9379,actor,01-09,22
9380,actor,01-08,2
9381,actor,10-12,1197
9382,actor,10-13,2541
9383,actor,10-10,161
9384,actor,10-11,387
9385,actor,10-14,7223
9386,actor,01-14,4720
9387,actor,01-15,6367
9388,actor,01-10,89
9389,actor,01-11,276
9390,actor,01-12,656
9391,actor,01-13,2082
9392,actor,12-09,78
9393,actor,12-08,6
9394,actor,12-07,1
9395,actor,12-14,9637
9396,actor,12-10,148
9397,actor,12-11,406
9398,actor,12-12,1134
9399,actor,12-13,3817
9400,speaker,09-13,1305
9401,speaker,09-09,45
9402,speaker,09-08,11
9403,speaker,02-15,232
9404,speaker,02-14,1717
9405,speaker,02-11,112
9406,speaker,02-10,60
9407,speaker,02-13,938
9408,speaker,02-12,309
9409,speaker,05-07,2
9410,speaker,05-09,41
9411,speaker,05-08,2
9412,speaker,04-13,900
9413,speaker,04-12,391
9414,speaker,04-11,175
9415,speaker,04-10,75
9416,speaker,04-14,2207
9417,speaker,09-14,3177
9418,speaker,07-12,299
9419,speaker,09-10,68
9420,speaker,09-11,210
9421,speaker,09-12,1026
9422,speaker,07-13,853
9423,speaker,07-10,61
9424,speaker,08-10,57
9425,speaker,11-14,4634
9426,speaker,11-11,345
9427,speaker,11-10,142
9428,speaker,11-13,1246
9429,speaker,11-12,839
9430,speaker,02-08,2
9431,speaker,02-09,28
9432,speaker,05-10,70
9433,speaker,05-11,213
9434,speaker,05-12,418
9435,speaker,05-13,1037
9436,speaker,05-14,2605
9437,speaker,07-08,8
9438,speaker,04-08,2
9439,speaker,04-09,35
9440,speaker,06-11,216
9441,speaker,06-10,64
9442,speaker,06-13,901
9443,speaker,06-12,385
9444,speaker,06-14,2254
9445,speaker,07-09,47
9446,speaker,11-07,2
9447,speaker,03-09,35
9448,speaker,03-08,1
9449,speaker,11-08,6
9450,speaker,11-09,37
9451,speaker,07-14,2154
9452,speaker,08-14,2347
9453,speaker,08-13,1001
9454,speaker,08-12,783
9455,speaker,08-11,175
9456,speaker,07-11,260
9457,speaker,06-08,4
9458,speaker,06-09,57
9459,speaker,03-12,399
9460,speaker,03-13,870
9461,speaker,03-10,112
9462,speaker,03-11,162
9463,speaker,03-14,2306
9464,speaker,10-09,58
9465,speaker,10-08,4
9466,speaker,08-08,6
9467,speaker,08-09,43
9468,speaker,01-09,9
9469,speaker,01-08,1
9470,speaker,10-12,719
9471,speaker,10-13,2514
9472,speaker,10-10,81
9473,speaker,10-11,251
9474,speaker,10-14,3309
9475,speaker,01-14,2061
9476,speaker,01-15,3596
9477,speaker,01-10,47
9478,speaker,01-11,204
9479,speaker,01-12,428
9480,speaker,01-13,1090
9481,speaker,12-09,33
9482,speaker,12-08,5
9483,speaker,12-07,1
9484,speaker,12-14,4517
9485,speaker,12-10,61
9486,speaker,12-11,269
9487,speaker,12-12,821
9488,speaker,12-13,1161
9489,niece,09-13,901
9490,niece,09-07,1
9491,niece,09-09,52
9492,niece,09-08,4
9493,niece,02-15,250
9494,niece,02-14,1349
9495,niece,02-11,92
9496,niece,02-10,27
9497,niece,02-13,626
9498,niece,02-12,293
9499,niece,05-09,38
9500,niece,05-08,3
9501,niece,04-13,748
9502,niece,04-12,402
9503,niece,04-11,126
9504,niece,04-10,58
9505,niece,04-14,1557
9506,niece,09-14,2453
9507,niece,08-13,1099
9508,niece,09-10,66
9509,niece,09-11,206
9510,niece,09-12,509
9511,niece,08-12,553
9512,niece,07-10,91
9513,niece,08-10,95
9514,niece,11-14,4122
9515,niece,11-11,322
9516,niece,11-10,94
9517,niece,11-13,1224
9518,niece,11-12,731
9519,niece,02-09,12
9520,niece,05-10,57
9521,niece,05-11,150
9522,niece,05-12,398
9523,niece,05-13,855
9524,niece,05-14,1815
9525,niece,07-08,9
9526,niece,04-08,4
9527,niece,04-09,37
9528,niece,06-11,201
9529,niece,06-10,48
9530,niece,06-13,961
9531,niece,06-12,453
9532,niece,06-14,2073
9533,niece,07-09,76
9534,niece,11-07,1
9535,niece,03-09,15
9536,niece,03-08,1
9537,niece,11-08,5
9538,niece,11-09,51
9539,niece,07-14,2586
9540,niece,08-14,2700
9541,niece,07-12,530
9542,niece,07-13,1114
9543,niece,08-11,209
9544,niece,07-11,226
9545,niece,06-08,4
9546,niece,06-09,52
9547,niece,03-12,381
9548,niece,03-13,730
9549,niece,03-10,49
9550,niece,03-11,123
9551,niece,03-14,1653
9552,niece,10-09,44
9553,niece,10-08,5
9554,niece,08-08,5
9555,niece,08-09,82
9556,niece,08-07,1
9557,niece,01-09,9
9558,niece,01-08,1
9559,niece,10-12,569
9560,niece,10-13,994
9561,niece,10-10,67
9562,niece,10-11,206
9563,niece,10-14,2924
9564,niece,01-14,1454
9565,niece,01-15,2296
9566,niece,01-10,67
9567,niece,01-11,88
9568,niece,01-12,321
9569,niece,01-13,714
9570,niece,12-09,66
9571,niece,12-08,15
9572,niece,12-07,2
9573,niece,12-14,5241
9574,niece,12-10,154
9575,niece,12-11,447
9576,niece,12-12,1119
9577,niece,12-13,1879
9578,sailor,10-12,144
9579,sailor,02-14,280
9580,sailor,10-10,21
9581,sailor,10-11,48
9582,sailor,08-12,118
9583,sailor,02-10,34
9584,sailor,02-13,106
9585,sailor,11-14,927
9586,sailor,03-09,7
9587,sailor,05-09,4
9588,sailor,11-09,19
9589,sailor,12-11,41
9590,sailor,09-08,1
9591,sailor,02-11,29
9592,sailor,07-14,529
9593,sailor,08-14,521
9594,sailor,08-13,215
9595,sailor,07-13,188
9596,sailor,08-11,45
9597,sailor,07-11,43
9598,sailor,01-14,306
9599,sailor,01-15,436
9600,sailor,04-11,26
9601,sailor,04-10,29
9602,sailor,01-10,14
9603,sailor,10-14,805
9604,sailor,01-12,59
9605,sailor,04-14,366
9606,sailor,09-14,599
9607,sailor,07-12,105
9608,sailor,02-12,47
9609,sailor,09-10,21
9610,sailor,09-11,32
9611,sailor,09-12,111
9612,sailor,09-13,282
9613,sailor,12-09,17
9614,sailor,12-08,1
9615,sailor,07-10,21
9616,sailor,10-08,2
9617,sailor,07-07,1
9618,sailor,06-08,2
9619,sailor,06-09,4
9620,sailor,03-12,55
9621,sailor,03-13,129
9622,sailor,03-10,33
9623,sailor,03-11,26
9624,sailor,11-11,21
9625,sailor,11-10,23
9626,sailor,11-13,272
9627,sailor,11-12,115
9628,sailor,10-09,14
9629,sailor,04-12,61
9630,sailor,08-10,11
9631,sailor,02-09,6
9632,sailor,05-10,16
9633,sailor,05-11,52
9634,sailor,05-12,102
9635,sailor,05-13,191
9636,sailor,05-14,473
9637,sailor,07-08,1
9638,sailor,12-10,10
9639,sailor,02-15,37
9640,sailor,01-11,21
9641,sailor,12-14,806
9642,sailor,10-13,344
9643,sailor,03-14,384
9644,sailor,04-09,6
9645,sailor,12-12,98
9646,sailor,12-13,270
9647,sailor,04-13,151
9648,sailor,09-09,12
9649,sailor,01-13,136
9650,sailor,01-09,1
9651,sailor,06-11,49
9652,sailor,06-10,24
9653,sailor,06-13,157
9654,sailor,06-12,79
9655,sailor,06-14,439
9656,sailor,07-09,9
9657,sailor,08-09,6
9658,toddler,02-15,154
9659,toddler,10-13,887
9660,toddler,10-10,45
9661,toddler,10-11,135
9662,toddler,08-12,367
9663,toddler,02-10,29
9664,toddler,10-14,1849
9665,toddler,02-12,175
9666,toddler,03-09,16
9667,toddler,09-10,27
9668,toddler,02-13,379
9669,toddler,11-09,25
9670,toddler,08-08,10
9671,toddler,09-08,9
9672,toddler,02-11,91
9673,toddler,07-14,1525
9674,toddler,08-14,1775
9675,toddler,07-12,298
9676,toddler,07-13,751
9677,toddler,07-10,44
9678,toddler,07-11,149
9679,toddler,04-13,511
9680,toddler,04-12,221
9681,toddler,04-11,88
9682,toddler,04-10,14
9683,toddler,01-10,17
9684,toddler,03-14,1107
9685,toddler,01-12,250
9686,toddler,01-13,461
9687,toddler,09-14,1670
9688,toddler,08-13,652
9689,toddler,11-14,2173
9690,toddler,11-12,381
9691,toddler,05-08,4
9692,toddler,09-11,138
9693,toddler,09-12,307
9694,toddler,09-13,665
9695,toddler,12-09,16
9696,toddler,05-09,40
9697,toddler,08-11,144
9698,toddler,06-08,2
9699,toddler,06-09,51
9700,toddler,12-08,14
9701,toddler,05-07,1
9702,toddler,03-12,196
9703,toddler,01-14,1028
9704,toddler,03-10,33
9705,toddler,03-11,85
9706,toddler,11-11,124
9707,toddler,11-10,51
9708,toddler,11-13,741
9709,toddler,01-15,1296
9710,toddler,10-09,24
9711,toddler,10-08,1
9712,toddler,03-13,436
9713,toddler,02-09,12
9714,toddler,05-10,31
9715,toddler,05-11,86
9716,toddler,05-12,255
9717,toddler,05-13,526
9718,toddler,05-14,1156
9719,toddler,11-08,14
9720,toddler,08-10,43
9721,toddler,01-11,60
9722,toddler,12-14,2282
9723,toddler,04-08,3
9724,toddler,10-12,347
9725,toddler,12-10,74
9726,toddler,12-11,217
9727,toddler,12-12,398
9728,toddler,12-13,783
9729,toddler,09-09,29
9730,toddler,04-14,1132
9731,toddler,01-09,13
9732,toddler,06-11,156
9733,toddler,06-10,48
9734,toddler,06-13,685
9735,toddler,06-12,248
9736,toddler,06-14,1421
9737,toddler,04-09,24
9738,toddler,02-14,837
9739,toddler,07-09,49
9740,toddler,08-09,37
9741,toddler,07-08,2
9742,rider,10-12,250
9743,rider,10-13,583
9744,rider,10-10,40
9745,rider,10-11,81
9746,rider,02-11,40
9747,rider,02-10,14
9748,rider,10-14,1426
9749,rider,02-14,600
9750,rider,03-09,7
9751,rider,09-10,25
9752,rider,03-10,19
9753,rider,02-13,218
9754,rider,11-09,12
9755,rider,08-08,1
9756,rider,09-08,1
9757,rider,07-14,1334
9758,rider,08-14,1174
9759,rider,07-12,279
9760,rider,07-13,507
9761,rider,07-10,38
9762,rider,07-11,91
9763,rider,01-14,506
9764,rider,04-12,113
9765,rider,04-11,73
9766,rider,04-10,16
9767,rider,01-10,23
9768,rider,11-13,532
9769,rider,01-12,77
9770,rider,04-14,610
9771,rider,09-14,1239
9772,rider,08-13,452
9773,rider,04-13,264
9774,rider,02-12,134
9775,rider,08-12,218
9776,rider,09-12,218
9777,rider,09-13,460
9778,rider,05-08,1
9779,rider,12-09,7
9780,rider,05-09,18
9781,rider,08-11,73
9782,rider,06-08,1
9783,rider,08-10,20
9784,rider,12-08,1
9785,rider,03-12,135
9786,rider,11-14,1569
9787,rider,01-15,993
9788,rider,03-11,34
9789,rider,11-11,74
9790,rider,11-10,32
9791,rider,03-14,603
9792,rider,11-12,206
9793,rider,10-09,12
9794,rider,10-08,1
9795,rider,03-13,270
9796,rider,02-09,7
9797,rider,05-10,26
9798,rider,05-11,153
9799,rider,05-12,148
9800,rider,05-13,376
9801,rider,05-14,812
9802,rider,11-08,1
9803,rider,02-15,142
9804,rider,01-11,32
9805,rider,12-14,1696
9806,rider,09-11,81
9807,rider,06-09,14
9808,rider,12-10,12
9809,rider,12-11,69
9810,rider,12-12,168
9811,rider,12-13,417
9812,rider,09-09,13
9813,rider,01-13,250
9814,rider,06-11,66
9815,rider,06-10,17
9816,rider,06-13,426
9817,rider,06-12,211
9818,rider,06-14,1086
9819,rider,04-09,19
9820,rider,07-09,18
9821,rider,08-09,20
9822,quarterback,02-15,110
9823,quarterback,10-13,680
9824,quarterback,10-10,19
9825,quarterback,10-11,67
9826,quarterback,08-12,60
9827,quarterback,02-10,6
9828,quarterback,10-14,1312
9829,quarterback,02-12,49
9830,quarterback,02-13,119
9831,quarterback,11-09,3
9832,quarterback,02-11,15
9833,quarterback,07-14,173
9834,quarterback,08-14,556
9835,quarterback,08-13,212
9836,quarterback,07-13,75
9837,quarterback,08-11,20
9838,quarterback,07-11,10
9839,quarterback,01-14,718
9840,quarterback,01-15,1355
9841,quarterback,04-11,5
9842,quarterback,04-10,4
9843,quarterback,01-10,9
9844,quarterback,03-14,180
9845,quarterback,01-12,127
9846,quarterback,01-13,241
9847,quarterback,09-14,1431
9848,quarterback,07-12,30
9849,quarterback,04-13,122
9850,quarterback,09-10,13
9851,quarterback,09-11,55
9852,quarterback,09-12,177
9853,quarterback,09-13,664
9854,quarterback,12-09,2
9855,quarterback,12-08,1
9856,quarterback,07-10,2
9857,quarterback,08-10,4
9858,quarterback,03-12,72
9859,quarterback,11-14,1499
9860,quarterback,03-10,2
9861,quarterback,03-11,7
9862,quarterback,11-11,68
9863,quarterback,11-10,15
9864,quarterback,11-13,574
9865,quarterback,11-12,204
9866,quarterback,10-09,4
9867,quarterback,04-12,24
9868,quarterback,03-13,69
9869,quarterback,02-09,1
9870,quarterback,08-09,8
9871,quarterback,05-11,6
9872,quarterback,05-12,10
9873,quarterback,05-13,54
9874,quarterback,05-14,396
9875,quarterback,01-11,34
9876,quarterback,12-14,1496
9877,quarterback,10-12,167
9878,quarterback,06-09,1
9879,quarterback,12-10,12
9880,quarterback,12-11,75
9881,quarterback,12-12,260
9882,quarterback,12-13,605
9883,quarterback,09-09,6
9884,quarterback,04-14,106
9885,quarterback,06-11,6
9886,quarterback,06-10,2
9887,quarterback,06-13,72
9888,quarterback,06-12,12
9889,quarterback,06-14,109
9890,quarterback,05-09,1
9891,quarterback,02-14,389
9892,quarterback,07-09,6
9893,musician,02-15,220
9894,musician,02-14,1303
9895,musician,10-10,68
9896,musician,10-11,174
9897,musician,08-12,389
9898,musician,02-10,52
9899,musician,10-14,2126
9900,musician,02-12,353
9901,musician,03-09,16
9902,musician,02-13,791
9903,musician,11-09,36
9904,musician,08-08,3
9905,musician,09-08,3
9906,musician,02-11,126
9907,musician,07-14,1644
9908,musician,08-14,1796
9909,musician,08-13,888
9910,musician,07-13,791
9911,musician,05-09,35
9912,musician,07-11,187
9913,musician,01-14,1479
9914,musician,01-15,1515
9915,musician,08-11,141
9916,musician,04-10,46
9917,musician,01-10,40
9918,musician,11-13,920
9919,musician,01-12,195
9920,musician,04-14,1258
9921,musician,09-14,1936
9922,musician,07-12,359
9923,musician,11-12,417
9924,musician,09-10,55
9925,musician,09-11,148
9926,musician,09-12,430
9927,musician,09-13,762
9928,musician,12-09,37
9929,musician,12-08,6
9930,musician,02-08,1
9931,musician,07-10,48
9932,musician,06-08,3
9933,musician,05-08,2
9934,musician,03-12,241
9935,musician,11-14,2717
9936,musician,03-10,50
9937,musician,03-11,119
9938,musician,11-11,180
9939,musician,11-10,54
9940,musician,03-14,1314
9941,musician,04-12,306
9942,musician,10-09,36
9943,musician,10-08,4
9944,musician,04-11,115
9945,musician,03-13,629
9946,musician,02-09,10
9947,musician,05-10,32
9948,musician,05-11,115
9949,musician,05-12,339
9950,musician,05-13,755
9951,musician,05-14,1521
9952,musician,07-08,1
9953,musician,11-08,2
9954,musician,08-10,64
9955,musician,01-11,73
9956,musician,12-14,2820
9957,musician,04-08,1
9958,musician,10-12,448
9959,musician,10-13,885
9960,musician,12-10,64
9961,musician,12-11,182
9962,musician,12-12,527
9963,musician,12-13,1032
9964,musician,04-13,696
9965,musician,09-09,37
9966,musician,01-13,534
9967,musician,01-09,6
9968,musician,06-11,168
9969,musician,06-10,40
9970,musician,06-13,718
9971,musician,06-12,332
9972,musician,06-14,1446
9973,musician,04-09,22
9974,musician,07-09,47
9975,musician,08-09,44
9976,musician,06-09,36
9977,slave,10-13,2788
9978,slave,02-14,2912
9979,slave,10-10,40
9980,slave,10-11,263
9981,slave,02-11,120
9982,slave,02-10,55
9983,slave,10-14,5262
9984,slave,02-12,386
9985,slave,03-09,15
9986,slave,03-08,1
9987,slave,02-13,912
9988,slave,11-09,31
9989,slave,09-08,3
9990,slave,07-13,1892
9991,slave,10-07,1
9992,slave,07-14,3722
9993,slave,08-14,4217
9994,slave,07-12,657
9995,slave,08-12,622
9996,slave,05-09,22
9997,slave,07-11,211
9998,slave,01-14,4913
9999,slave,01-15,3208
10000,slave,04-11,177
10001,slave,04-10,49
10002,slave,01-10,52
10003,slave,03-14,6994
10004,slave,01-12,380
10005,slave,04-14,3795
10006,slave,09-14,4996
10007,slave,08-13,1682
10008,slave,04-13,929
10009,slave,09-10,64
10010,slave,09-11,184
10011,slave,09-12,593
10012,slave,09-13,1556
10013,slave,05-08,4
10014,slave,07-10,97
10015,slave,12-08,3
10016,slave,08-11,189
10017,slave,10-08,2
10018,slave,12-09,25
10019,slave,06-08,2
10020,slave,08-10,59
10021,slave,11-07,1
10022,slave,05-11,138
10023,slave,03-12,370
10024,slave,11-14,8558
10025,slave,03-10,58
10026,slave,03-11,131
10027,slave,11-11,259
10028,slave,11-10,74
10029,slave,11-13,3090
10030,slave,11-12,891
10031,slave,10-09,41
10032,slave,04-12,361
10033,slave,03-13,865
10034,slave,02-09,11
10035,slave,05-10,45
10036,slave,08-09,28
10037,slave,05-12,445
10038,slave,05-13,1380
10039,slave,05-14,3341
10040,slave,11-08,8
10041,slave,02-15,335
10042,slave,04-09,29
10043,slave,12-14,8585
10044,slave,08-08,1
10045,slave,10-12,653
10046,slave,06-09,19
10047,slave,12-10,73
10048,slave,12-11,266
10049,slave,12-12,897
10050,slave,12-13,2434
10051,slave,09-09,32
10052,slave,01-13,1105
10053,slave,01-09,6
10054,slave,06-11,184
10055,slave,06-10,48
10056,slave,06-13,1763
10057,slave,06-12,497
10058,slave,07-09,46
10059,slave,06-14,3155
10060,slave,01-11,113
10061,slave,03-07,1
10062,rapist,10-12,323
10063,rapist,10-13,797
10064,rapist,10-10,21
10065,rapist,10-11,64
10066,rapist,02-11,73
10067,rapist,02-10,7
10068,rapist,10-14,2766
10069,rapist,02-14,691
10070,rapist,03-09,2
10071,rapist,09-10,21
10072,rapist,02-13,344
10073,rapist,11-09,11
10074,rapist,07-13,461
10075,rapist,07-14,1169
10076,rapist,08-14,1403
10077,rapist,08-13,433
10078,rapist,08-12,283
10079,rapist,08-11,41
10080,rapist,07-11,43
10081,rapist,01-14,832
10082,rapist,01-15,2263
10083,rapist,04-11,47
10084,rapist,04-10,16
10085,rapist,01-10,16
10086,rapist,03-14,752
10087,rapist,01-12,121
10088,rapist,04-14,806
10089,rapist,09-14,2160
10090,rapist,07-12,169
10091,rapist,04-13,447
10092,rapist,02-12,80
10093,rapist,09-11,62
10094,rapist,09-12,186
10095,rapist,09-13,460
10096,rapist,03-12,114
10097,rapist,12-09,5
10098,rapist,05-09,2
10099,rapist,06-09,6
10100,rapist,08-10,11
10101,rapist,11-14,4889
10102,rapist,03-10,12
10103,rapist,03-11,44
10104,rapist,11-11,108
10105,rapist,11-10,21
10106,rapist,11-13,542
10107,rapist,04-12,81
10108,rapist,10-09,6
10109,rapist,03-13,1010
10110,rapist,02-09,1
10111,rapist,08-09,10
10112,rapist,05-11,47
10113,rapist,05-12,114
10114,rapist,05-13,337
10115,rapist,05-14,1548
10116,rapist,02-15,102
10117,rapist,11-12,206
10118,rapist,01-11,57
10119,rapist,12-14,3675
10120,rapist,05-10,8
10121,rapist,12-10,37
10122,rapist,12-11,83
10123,rapist,12-12,282
10124,rapist,12-13,617
10125,rapist,09-09,13
10126,rapist,01-13,408
10127,rapist,01-09,4
10128,rapist,06-11,34
10129,rapist,06-10,17
10130,rapist,06-13,451
10131,rapist,06-12,115
10132,rapist,07-10,15
10133,rapist,06-14,1275
10134,rapist,04-09,6
10135,rapist,07-09,8
10136,driver,09-13,2995
10137,driver,09-07,2
10138,driver,09-09,118
10139,driver,09-08,4
10140,driver,02-15,775
10141,driver,02-14,4546
10142,driver,02-11,241
10143,driver,02-10,141
10144,driver,02-13,1861
10145,driver,02-12,774
10146,driver,05-09,69
10147,driver,05-08,7
10148,driver,04-13,2038
10149,driver,04-12,829
10150,driver,04-11,333
10151,driver,04-10,143
10152,driver,04-14,4979
10153,driver,09-14,7828
10154,driver,08-13,2703
10155,driver,09-10,161
10156,driver,09-11,426
10157,driver,09-12,1256
10158,driver,07-13,2458
10159,driver,07-10,141
10160,driver,08-10,159
10161,driver,11-14,10352
10162,driver,11-11,599
10163,driver,11-10,174
10164,driver,11-13,3267
10165,driver,11-12,1711
10166,driver,02-08,1
10167,driver,02-09,26
10168,driver,05-10,153
10169,driver,05-11,362
10170,driver,05-12,914
10171,driver,05-13,2236
10172,driver,05-14,5249
10173,driver,07-08,5
10174,driver,07-07,1
10175,driver,04-08,3
10176,driver,04-09,68
10177,driver,04-07,1
10178,driver,06-11,396
10179,driver,06-10,147
10180,driver,06-13,2217
10181,driver,06-12,1024
10182,driver,06-14,5549
10183,driver,07-09,118
10184,driver,03-07,1
10185,driver,03-09,55
10186,driver,03-08,1
10187,driver,11-08,9
10188,driver,11-09,88
10189,driver,07-14,5887
10190,driver,08-14,7607
10191,driver,07-12,1092
10192,driver,08-12,1152
10193,driver,08-11,433
10194,driver,07-11,430
10195,driver,06-07,1
10196,driver,06-08,2
10197,driver,06-09,98
10198,driver,03-12,837
10199,driver,03-13,2125
10200,driver,03-10,136
10201,driver,03-11,291
10202,driver,03-14,4874
10203,driver,10-09,94
10204,driver,10-08,8
10205,driver,08-08,8
10206,driver,08-09,113
10207,driver,01-09,27
10208,driver,01-08,1
10209,driver,10-12,1830
10210,driver,10-13,3467
10211,driver,10-10,187
10212,driver,10-11,526
10213,driver,10-14,9034
10214,driver,01-14,4265
10215,driver,01-15,5677
10216,driver,01-10,110
10217,driver,01-11,222
10218,driver,01-12,623
10219,driver,01-13,1882
10220,driver,12-09,112
10221,driver,12-08,15
10222,driver,12-14,9527
10223,driver,12-10,177
10224,driver,12-11,572
10225,driver,12-12,1573
10226,driver,12-13,3828
10227,diva,10-12,288
10228,diva,02-15,126
10229,diva,10-10,46
10230,diva,10-11,110
10231,diva,02-11,64
10232,diva,02-10,19
10233,diva,02-13,390
10234,diva,02-12,192
10235,diva,03-09,8
10236,diva,05-09,14
10237,diva,08-12,285
10238,diva,08-08,1
10239,diva,06-09,23
10240,diva,07-14,822
10241,diva,08-14,794
10242,diva,08-13,540
10243,diva,07-13,511
10244,diva,08-11,97
10245,diva,08-10,30
10246,diva,01-14,557
10247,diva,04-12,160
10248,diva,04-11,59
10249,diva,04-10,26
10250,diva,01-10,16
10251,diva,10-14,1187
10252,diva,01-12,120
10253,diva,01-13,356
10254,diva,09-14,1082
10255,diva,07-12,214
10256,diva,11-12,270
10257,diva,09-10,34
10258,diva,09-11,97
10259,diva,09-12,257
10260,diva,09-13,447
10261,diva,05-08,1
10262,diva,12-09,24
10263,diva,07-10,31
10264,diva,07-11,76
10265,diva,03-12,140
